Species,Timestep,GRO,TWD,Temperature,VPD
PISY,2015-01-14T04:00:00Z,0,173.119219,-0.625,0.198843
PISY,2015-01-14T05:00:00Z,0,173.499099,-0.625,0.193056
PISY,2015-01-14T06:00:00Z,0,173.901977,-0.75,0.18592
PISY,2015-01-14T07:00:00Z,0,174.205675,-0.75,0.178186
PISY,2015-01-14T08:00:00Z,0,174.402463,-0.875,0.17325
PISY,2015-01-14T09:00:00Z,0,174.382471,-0.625,0.174481
PISY,2015-01-14T10:00:00Z,0,173.693025,1,0.219552
PISY,2015-01-14T11:00:00Z,0,174.517039,2.75,0.273877
PISY,2015-01-14T12:00:00Z,0,175.93387,3.25,0.300395
PISY,2015-01-14T13:00:00Z,0,178.051489,4.291668,0.355623
PISY,2015-01-14T14:00:00Z,0,181.156448,3.75,0.300632
PISY,2015-01-14T15:00:00Z,0,181.245984,0.875,0.107378
PISY,2015-01-14T16:00:00Z,0,181.023089,0.25,0.08167
PISY,2015-01-14T17:00:00Z,0,180.491738,0.125,0.072544
PISY,2015-01-14T18:00:00Z,0,180.024158,-0.25,0.073266
PISY,2015-01-14T19:00:00Z,0,179.921746,-0.125,0.075812
PISY,2015-01-14T20:00:00Z,0,179.824583,-0.5,0.078904
PISY,2015-01-14T21:00:00Z,0,179.799991,-1,0.083474
PISY,2015-01-14T22:00:00Z,0,179.872403,-1.5,0.083209
PISY,2015-01-14T23:00:00Z,0,179.505573,-1.875,0.090918
PISY,2015-01-15T00:00:00Z,0,179.26132,-2.375,0.099137
PISY,2015-01-15T01:00:00Z,0,178.912841,-2.625,0.108249
PISY,2015-01-15T02:00:00Z,0,179.040313,-3.125,0.105324
PISY,2015-01-15T03:00:00Z,0,178.914642,-3.375,0.108133
PISY,2015-01-15T04:00:00Z,0,179.156283,-3.5,0.114757
PISY,2015-01-15T05:00:00Z,0,179.556768,-3.625,0.112119
PISY,2015-01-15T06:00:00Z,0,179.504666,-3.25,0.131008
